quarter,quarter_time,hb,hbt,hbtqf,cancer_type,cancer_type_qf,hbqf,referrals_standard,referrals,referrals_standard_qf,referrals_standard_qf_values,referrals_treated_standard,referrals_treated,referrals_treated_qf,referrals_treated_qf_values
2015Q2,2015 Q2,S08000028,S08000022,NA,Colorectal,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2015Q2,2015 Q2,S08000028,S08000022,NA,Colorectal,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q2,2015 Q2,S08000028,S08000022,NA,Head & Neck,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q2,2015 Q2,S08000028,S08000022,NA,Lung,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2015Q2,2015 Q2,S08000028,S08000022,NA,Lung,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2015Q2,2015 Q2,S08000028,S08000022,NA,Upper GI,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q2,2015 Q2,S08000028,S08000022,NA,Upper GI,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q2,2015 Q2,S08000028,S08000028,NA,Head & Neck,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q2,2015 Q2,S08000028,S08000028,NA,Head & Neck,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q2,2015 Q2,S08000028,S08000028,NA,Lung,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2015Q2,2015 Q2,S08000028,S08000028,NA,Lung,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2015Q2,2015 Q2,S08000028,S08000028,NA,Melanoma,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2015Q2,2015 Q2,S08000028,S08000028,NA,Melanoma,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2015Q2,2015 Q2,S08000028,S08000028,NA,Upper GI,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2015Q2,2015 Q2,S08000028,S08000028,NA,Upper GI,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2015Q2,2015 Q2,S08000028,S08000028,NA,Urological,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q2,2015 Q2,S08000028,S08000028,NA,Urological,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q2,2015 Q2,S08000028,S08000031,NA,Head & Neck,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q2,2015 Q2,S08000028,S08000031,NA,Head & Neck,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q2,2015 Q2,S08000028,S08000031,NA,Ovarian,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2015Q2,2015 Q2,S08000028,S08000031,NA,Ovarian,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q2,2015 Q2,S08000028,SB0801,NA,Lung,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2015Q2,2015 Q2,S08000028,SB0801,NA,Lung,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q2,2015 Q2,S08000029,S08000024,NA,Cervical,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000024,NA,Colorectal,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000024,NA,Colorectal,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q2,2015 Q2,S08000029,S08000024,NA,Head & Neck,NA,NA,31day_standard,12,31day_standard_qf,NA,within31days,12,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000024,NA,Head & Neck,NA,NA,62day_standard,5,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2015Q2,2015 Q2,S08000029,S08000024,NA,Lung,NA,NA,31day_standard,26,31day_standard_qf,NA,within31days,26,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000024,NA,Lung,NA,NA,62day_standard,14,62day_standard_qf,NA,within62days,9,within62days_qf,NA
2015Q2,2015 Q2,S08000029,S08000024,NA,Lymphoma,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000024,NA,Ovarian,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000024,NA,Ovarian,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q2,2015 Q2,S08000029,S08000024,NA,Upper GI,NA,NA,31day_standard,9,31day_standard_qf,NA,within31days,9,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000024,NA,Upper GI,NA,NA,62day_standard,5,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2015Q2,2015 Q2,S08000029,S08000024,NA,Urological,NA,NA,31day_standard,6,31day_standard_qf,NA,within31days,5,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000024,NA,Urological,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Breast,NA,NA,31day_standard,31,31day_standard_qf,NA,within31days,31,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Breast,NA,NA,62day_standard,24,62day_standard_qf,NA,within62days,24,within62days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Cervical,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Cervical,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Colorectal,NA,NA,31day_standard,46,31day_standard_qf,NA,within31days,46,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Colorectal,NA,NA,62day_standard,26,62day_standard_qf,NA,within62days,26,within62days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Head & Neck,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Head & Neck,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Lung,NA,NA,31day_standard,46,31day_standard_qf,NA,within31days,46,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Lung,NA,NA,62day_standard,31,62day_standard_qf,NA,within62days,31,within62days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Lymphoma,NA,NA,31day_standard,16,31day_standard_qf,NA,within31days,16,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Lymphoma,NA,NA,62day_standard,7,62day_standard_qf,NA,within62days,7,within62days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Melanoma,NA,NA,31day_standard,11,31day_standard_qf,NA,within31days,11,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Melanoma,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Ovarian,NA,NA,31day_standard,7,31day_standard_qf,NA,within31days,7,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Ovarian,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Upper GI,NA,NA,31day_standard,18,31day_standard_qf,NA,within31days,18,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Upper GI,NA,NA,62day_standard,11,62day_standard_qf,NA,within62days,11,within62days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Urological,NA,NA,31day_standard,71,31day_standard_qf,NA,within31days,67,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000029,NA,Urological,NA,NA,62day_standard,33,62day_standard_qf,NA,within62days,28,within62days_qf,NA
2015Q2,2015 Q2,S08000029,S08000030,NA,Lung,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000030,NA,Melanoma,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q2,2015 Q2,S08000029,S08000030,NA,Melanoma,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,0,within62days_qf,NA
2015Q2,2015 Q2,S08000029,S08000030,NA,Urological,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2015Q2,2015 Q2,S08000030,S08000020,NA,Lung,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q2,2015 Q2,S08000030,S08000020,NA,Lung,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2015Q2,2015 Q2,S08000030,S08000024,NA,Lung,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2015Q2,2015 Q2,S08000030,S08000024,NA,Lung,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q2,2015 Q2,S08000030,S08000024,NA,Upper GI,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Breast,NA,NA,31day_standard,100,31day_standard_qf,NA,within31days,99,within31days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Breast,NA,NA,62day_standard,66,62day_standard_qf,NA,within62days,66,within62days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Cervical,NA,NA,31day_standard,7,31day_standard_qf,NA,within31days,7,within31days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Cervical,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Colorectal,NA,NA,31day_standard,70,31day_standard_qf,NA,within31days,70,within31days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Colorectal,NA,NA,62day_standard,25,62day_standard_qf,NA,within62days,22,within62days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Head & Neck,NA,NA,31day_standard,28,31day_standard_qf,NA,within31days,25,within31days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Head & Neck,NA,NA,62day_standard,7,62day_standard_qf,NA,within62days,5,within62days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Lung,NA,NA,31day_standard,82,31day_standard_qf,NA,within31days,78,within31days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Lung,NA,NA,62day_standard,44,62day_standard_qf,NA,within62days,42,within62days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Lymphoma,NA,NA,31day_standard,19,31day_standard_qf,NA,within31days,19,within31days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Lymphoma,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Melanoma,NA,NA,31day_standard,37,31day_standard_qf,NA,within31days,37,within31days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Melanoma,NA,NA,62day_standard,24,62day_standard_qf,NA,within62days,21,within62days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Ovarian,NA,NA,31day_standard,5,31day_standard_qf,NA,within31days,5,within31days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Ovarian,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Upper GI,NA,NA,31day_standard,54,31day_standard_qf,NA,within31days,54,within31days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Upper GI,NA,NA,62day_standard,27,62day_standard_qf,NA,within62days,27,within62days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Urological,NA,NA,31day_standard,107,31day_standard_qf,NA,within31days,98,within31days_qf,NA
2015Q2,2015 Q2,S08000030,S08000030,NA,Urological,NA,NA,62day_standard,31,62day_standard_qf,NA,within62days,26,within62days_qf,NA
2015Q2,2015 Q2,S08000031,S08000024,NA,Upper GI,NA,NA,31day_standard,5,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2015Q2,2015 Q2,S08000031,S08000024,NA,Urological,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Breast,NA,NA,31day_standard,291,31day_standard_qf,NA,within31days,268,within31days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Breast,NA,NA,62day_standard,197,62day_standard_qf,NA,within62days,186,within62days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Cervical,NA,NA,31day_standard,13,31day_standard_qf,NA,within31days,13,within31days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Cervical,NA,NA,62day_standard,7,62day_standard_qf,NA,within62days,7,within62days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Colorectal,NA,NA,31day_standard,182,31day_standard_qf,NA,within31days,180,within31days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Colorectal,NA,NA,62day_standard,108,62day_standard_qf,NA,within62days,98,within62days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Head & Neck,NA,NA,31day_standard,90,31day_standard_qf,NA,within31days,86,within31days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Head & Neck,NA,NA,62day_standard,45,62day_standard_qf,NA,within62days,37,within62days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Lung,NA,NA,31day_standard,266,31day_standard_qf,NA,within31days,263,within31days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Lung,NA,NA,62day_standard,142,62day_standard_qf,NA,within62days,130,within62days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Lymphoma,NA,NA,31day_standard,58,31day_standard_qf,NA,within31days,58,within31days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Lymphoma,NA,NA,62day_standard,20,62day_standard_qf,NA,within62days,19,within62days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Melanoma,NA,NA,31day_standard,86,31day_standard_qf,NA,within31days,86,within31days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Melanoma,NA,NA,62day_standard,37,62day_standard_qf,NA,within62days,37,within62days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Ovarian,NA,NA,31day_standard,29,31day_standard_qf,NA,within31days,29,within31days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Ovarian,NA,NA,62day_standard,9,62day_standard_qf,NA,within62days,9,within62days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Upper GI,NA,NA,31day_standard,120,31day_standard_qf,NA,within31days,117,within31days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Upper GI,NA,NA,62day_standard,74,62day_standard_qf,NA,within62days,63,within62days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Urological,NA,NA,31day_standard,269,31day_standard_qf,NA,within31days,239,within31days_qf,NA
2015Q2,2015 Q2,S08000031,S08000031,NA,Urological,NA,NA,62day_standard,94,62day_standard_qf,NA,within62days,71,within62days_qf,NA
2015Q2,2015 Q2,S08000031,S08000032,NA,Breast,NA,NA,31day_standard,8,31day_standard_qf,NA,within31days,8,within31days_qf,NA
2015Q2,2015 Q2,S08000031,S08000032,NA,Breast,NA,NA,62day_standard,8,62day_standard_qf,NA,within62days,8,within62days_qf,NA
2015Q2,2015 Q2,S08000031,SB0801,NA,Lung,NA,NA,31day_standard,55,31day_standard_qf,NA,within31days,55,within31days_qf,NA
2015Q2,2015 Q2,S08000031,SB0801,NA,Lung,NA,NA,62day_standard,25,62day_standard_qf,NA,within62days,23,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000024,NA,Upper GI,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000024,NA,Urological,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000024,NA,Urological,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000031,NA,Breast,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000031,NA,Breast,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000031,NA,Cervical,NA,NA,31day_standard,6,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000031,NA,Cervical,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000031,NA,Colorectal,NA,NA,31day_standard,6,31day_standard_qf,NA,within31days,5,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000031,NA,Colorectal,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,0,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000031,NA,Head & Neck,NA,NA,31day_standard,7,31day_standard_qf,NA,within31days,7,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000031,NA,Head & Neck,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000031,NA,Lung,NA,NA,31day_standard,27,31day_standard_qf,NA,within31days,27,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000031,NA,Lung,NA,NA,62day_standard,14,62day_standard_qf,NA,within62days,13,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000031,NA,Lymphoma,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000031,NA,Melanoma,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000031,NA,Melanoma,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000031,NA,Ovarian,NA,NA,31day_standard,10,31day_standard_qf,NA,within31days,10,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000031,NA,Ovarian,NA,NA,62day_standard,8,62day_standard_qf,NA,within62days,8,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000031,NA,Upper GI,NA,NA,31day_standard,8,31day_standard_qf,NA,within31days,8,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000031,NA,Upper GI,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000031,NA,Urological,NA,NA,31day_standard,9,31day_standard_qf,NA,within31days,9,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000031,NA,Urological,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,0,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Breast,NA,NA,31day_standard,69,31day_standard_qf,NA,within31days,68,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Breast,NA,NA,62day_standard,45,62day_standard_qf,NA,within62days,45,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Cervical,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Cervical,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Colorectal,NA,NA,31day_standard,62,31day_standard_qf,NA,within31days,62,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Colorectal,NA,NA,62day_standard,45,62day_standard_qf,NA,within62days,43,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Head & Neck,NA,NA,31day_standard,21,31day_standard_qf,NA,within31days,21,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Head & Neck,NA,NA,62day_standard,10,62day_standard_qf,NA,within62days,10,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Lung,NA,NA,31day_standard,65,31day_standard_qf,NA,within31days,65,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Lung,NA,NA,62day_standard,37,62day_standard_qf,NA,within62days,37,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Lymphoma,NA,NA,31day_standard,15,31day_standard_qf,NA,within31days,15,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Lymphoma,NA,NA,62day_standard,10,62day_standard_qf,NA,within62days,10,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Melanoma,NA,NA,31day_standard,28,31day_standard_qf,NA,within31days,27,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Melanoma,NA,NA,62day_standard,14,62day_standard_qf,NA,within62days,14,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Ovarian,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Ovarian,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Upper GI,NA,NA,31day_standard,44,31day_standard_qf,NA,within31days,44,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Upper GI,NA,NA,62day_standard,23,62day_standard_qf,NA,within62days,23,within62days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Urological,NA,NA,31day_standard,86,31day_standard_qf,NA,within31days,75,within31days_qf,NA
2015Q2,2015 Q2,S08000032,S08000032,NA,Urological,NA,NA,62day_standard,29,62day_standard_qf,NA,within62days,27,within62days_qf,NA
2015Q2,2015 Q2,S08000032,SB0801,NA,Lung,NA,NA,31day_standard,18,31day_standard_qf,NA,within31days,18,within31days_qf,NA
2015Q2,2015 Q2,S08000032,SB0801,NA,Lung,NA,NA,62day_standard,9,62day_standard_qf,NA,within62days,9,within62days_qf,NA
2015Q3,2015 Q3,S08000015,S08000015,NA,Breast,NA,NA,31day_standard,81,31day_standard_qf,NA,within31days,81,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000015,NA,Breast,NA,NA,62day_standard,60,62day_standard_qf,NA,within62days,59,within62days_qf,NA
2015Q3,2015 Q3,S08000015,S08000015,NA,Cervical,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000015,NA,Colorectal,NA,NA,31day_standard,48,31day_standard_qf,NA,within31days,47,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000015,NA,Colorectal,NA,NA,62day_standard,29,62day_standard_qf,NA,within62days,28,within62days_qf,NA
2015Q3,2015 Q3,S08000015,S08000015,NA,Head & Neck,NA,NA,31day_standard,9,31day_standard_qf,NA,within31days,9,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000015,NA,Head & Neck,NA,NA,62day_standard,6,62day_standard_qf,NA,within62days,6,within62days_qf,NA
2015Q3,2015 Q3,S08000015,S08000015,NA,Lung,NA,NA,31day_standard,40,31day_standard_qf,NA,within31days,40,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000015,NA,Lung,NA,NA,62day_standard,35,62day_standard_qf,NA,within62days,35,within62days_qf,NA
2015Q3,2015 Q3,S08000015,S08000015,NA,Lymphoma,NA,NA,31day_standard,19,31day_standard_qf,NA,within31days,19,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000015,NA,Lymphoma,NA,NA,62day_standard,7,62day_standard_qf,NA,within62days,6,within62days_qf,NA
2015Q3,2015 Q3,S08000015,S08000015,NA,Melanoma,NA,NA,31day_standard,22,31day_standard_qf,NA,within31days,22,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000015,NA,Melanoma,NA,NA,62day_standard,12,62day_standard_qf,NA,within62days,12,within62days_qf,NA
2015Q3,2015 Q3,S08000015,S08000015,NA,Ovarian,NA,NA,31day_standard,8,31day_standard_qf,NA,within31days,8,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000015,NA,Ovarian,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2015Q3,2015 Q3,S08000015,S08000015,NA,Upper GI,NA,NA,31day_standard,32,31day_standard_qf,NA,within31days,32,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000015,NA,Upper GI,NA,NA,62day_standard,25,62day_standard_qf,NA,within62days,24,within62days_qf,NA
2015Q3,2015 Q3,S08000015,S08000015,NA,Urological,NA,NA,31day_standard,80,31day_standard_qf,NA,within31days,79,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000015,NA,Urological,NA,NA,62day_standard,25,62day_standard_qf,NA,within62days,22,within62days_qf,NA
2015Q3,2015 Q3,S08000015,S08000017,NA,Breast,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000017,NA,Breast,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2015Q3,2015 Q3,S08000015,S08000031,NA,Cervical,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000031,NA,Cervical,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000015,S08000031,NA,Colorectal,NA,NA,31day_standard,9,31day_standard_qf,NA,within31days,9,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000031,NA,Colorectal,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000015,S08000031,NA,Head & Neck,NA,NA,31day_standard,8,31day_standard_qf,NA,within31days,8,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000031,NA,Head & Neck,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2015Q3,2015 Q3,S08000015,S08000031,NA,Lung,NA,NA,31day_standard,21,31day_standard_qf,NA,within31days,21,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000031,NA,Lung,NA,NA,62day_standard,17,62day_standard_qf,NA,within62days,13,within62days_qf,NA
2015Q3,2015 Q3,S08000015,S08000031,NA,Lymphoma,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000031,NA,Lymphoma,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2015Q3,2015 Q3,S08000015,S08000031,NA,Melanoma,NA,NA,31day_standard,5,31day_standard_qf,NA,within31days,5,within31days_qf,NA
2015Q3,2015 Q3,S08000015,S08000031,NA,Melanoma,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
